node1,node1_type,node1_size,node2,node2_type,node2_size
"MYC","gene","22","Other hypertrophic and atrophic conditions of skin","disease","15"
"MYC","gene","22","Other dermatoses","disease","15"
"MYC","gene","22","Encounter for long-term use of antiplatelets/antithrombotics","disease","15"
"MYC","gene","22","Postmenopausal atrophic vaginitis","disease","15"
"MYC","gene","22","Vascular complications of surgery and medical procedures","disease","15"
"MYC","gene","22","Bronchiectasis","disease","15"
"MYC","gene","22","Acquired hemolytic anemias","disease","15"
"MYC","gene","22","Cysts of the jaws","disease","15"
"MYC","gene","22","Chronic cystitis","disease","15"
"MYC","gene","22","Malignant neoplasm, other","disease","15"
"MYC","gene","22","Lack of coordination","disease","15"
"MYC","gene","22","Disorders of adrenal glands","disease","15"
"MYC","gene","22","Dermatomyositis","disease","15"
"MYC","gene","22","Unspecified osteomyelitis","disease","15"
"MYC","gene","22","Open wound of nose and sinus","disease","15"
"MYC","gene","22","Other specified gastritis","disease","15"
"MYC","gene","22","Type II diabetes mellitus","disease","15"
"MYC","gene","22","Varicose veins","disease","15"
"MYC","gene","22","CAMK2B","gene","15"
"MYC","gene","22","CAMK2G","gene","15"
"MYC","gene","22","STAT4","gene","15"
"MYC","gene","22","CAMK1","gene","15"
"MYC","gene","22","CAMK2D","gene","15"
"MYC","gene","22","AKT3","gene","15"
"MYC","gene","22","PRKCA","gene","15"
"MYC","gene","22","ETV6","gene","15"
"MYC","gene","22","RUNX1","gene","15"
"MYC","gene","22","Vincristine","drug","15"
"MYC","gene","22","Prednisone","drug","15"
"MYC","gene","22","Daunorubicin","drug","15"
"MYC","gene","22","Asparaginase","drug","15"
"MYC","gene","22","Methotrexate","drug","15"
"MYC","gene","22","Cyclophosphamide","drug","15"
"MYC","gene","22","Doxorubicin","drug","15"
"MYC","gene","22","Dexamethasone","drug","15"
"MYC","gene","22","Cytarabine","drug","15"
"MYC","gene","22","6-mercaptopurine","drug","15"
"MYC","gene","22","LMO2","gene","15"
"MYC","gene","22","TLX3","gene","15"
"MYC","gene","22","TP53","gene","15"
"MYC","gene","22","CDKN2A","gene","15"
"MYC","gene","22","Prednisone (CHOP)","drug","15"
"MYC","gene","22","Rituximab","drug","15"
"MYC","gene","22","Bortezomib","drug","15"
"MYC","gene","22","Thalidomide","drug","15"
"MYC","gene","22","Lenalidomide","drug","15"
"MYC","gene","22","Melphalan","drug","15"
"MYC","gene","22","RARB","gene","15"
"MYC","gene","22","FHIT","gene","15"
"MYC","gene","22","RB1","gene","15"
"MYC","gene","22","PTEN","gene","15"
"MYC","gene","22","BCL2","gene","15"
"MYC","gene","22","Cisplatin","drug","15"
"MYC","gene","22","Etoposide","drug","15"
"MYC","gene","22","Carboplatin","drug","15"
"MYC","gene","22","STAT3","gene","15"
"MYC","gene","22","Fluorouracil","drug","15"
"MYC","gene","22","Paclitaxel","drug","15"
"MYC","gene","22","Docetaxel","drug","15"
"MYC","gene","22","Cetuximab","drug","15"
"MYC","gene","22","CDH1","gene","15"
"MYC","gene","22","MMP2","gene","15"
"MYC","gene","22","MMP9","gene","15"
"MYC","gene","22","PTGS2","gene","15"
"MYC","gene","22","PTGES2","gene","15"
"MYC","gene","22","Bleomycin","drug","15"
"MYC","gene","22","CSF1R","gene","15"
"MYC","gene","22","MMP1","gene","15"
"MYC","gene","22","Dactinomycin","drug","15"
"MYC","gene","22","Tamoxifen","drug","15"
"MYC","gene","22","Anastrozole","drug","15"
"MYC","gene","22","Letrozole","drug","15"
"MYC","gene","22","Exemestane","drug","15"
"MYC","gene","22","Trastuzumab","drug","15"
"MYC","gene","22","Ifosfamide","drug","15"
"MYC","gene","22","FGF3","gene","15"
"MYC","gene","22","CCNE1","gene","15"
"MYC","gene","22","CCNE2","gene","15"
"MYC","gene","22","CAMK1D","gene","15"
"MYC","gene","22","AKT1","gene","15"
"MYC","gene","22","CAMK1G","gene","15"
"MYC","gene","22","MAPK8","gene","15"
"MYC","gene","22","MAPK1","gene","15"
"MYC","gene","22","MAPK3","gene","15"
"MYC","gene","22","PRKCB","gene","15"
"MYC","gene","22","PRKCG","gene","15"
"MYC","gene","22","STAT5A","gene","15"
"MYC","gene","22","STAT1","gene","15"
"MYC","gene","22","STAT2","gene","15"
"MYC","gene","22","STAT5B","gene","15"
"MYC","gene","22","CAMK2A","gene","15"
"ETV6","gene","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"ETV6","gene","22","BCR","gene","15"
"ETV6","gene","22","ABL1","gene","15"
"ETV6","gene","22","KMT2A","gene","15"
"ETV6","gene","22","AFF1","gene","15"
"ETV6","gene","22","TCF3","gene","15"
"ETV6","gene","22","PBX1","gene","15"
"ETV6","gene","22","MYC","gene","15"
"ETV6","gene","22","Height","disease","15"
"ETV6","gene","22","Forced expiratory volume in 1 second","disease","15"
"ETV6","gene","22","IgG glycosylation","disease","15"
"ETV6","gene","22","rs218764","snp","15"
"ETV6","gene","22","Secondary malignancy of bone","disease","15"
"ETV6","gene","22","Prurigo","disease","15"
"ETV6","gene","22","Open wound of foot except toe(s) alone","disease","15"
"ETV6","gene","22","Dysthymic disorder","disease","15"
"ETV6","gene","22","Diseases of the tongue","disease","15"
"ETV6","gene","22","Myeloproliferative neoplasms","disease","15"
"ETV6","gene","22","Redundant prepuce and phimosis/BXO","disease","15"
"ETV6","gene","22","Injuries to the nervous system","disease","15"
"ETV6","gene","22","Alcoholic liver damage","disease","15"
"ETV6","gene","22","Other disorders of thyroid","disease","15"
"ETV6","gene","22","Behcet's disease","disease","15"
"ETV6","gene","22","Dysmetabolic syndrome X","disease","15"
"ETV6","gene","22","Symptoms of the muscles","disease","15"
"ETV6","gene","22","Peripheral retinal degenerations","disease","15"
"ETV6","gene","22","Paralytic strabismus","disease","15"
"ETV6","gene","22","Gram positive septicemia","disease","15"
"ETV6","gene","22","Primary angle-closure glaucoma","disease","15"
"ETV6","gene","22","Retinal drusen","disease","15"
"ETV6","gene","22","Abnormal serum enzyme levels","disease","15"
"ETV6","gene","22","Genitourinary congenital anomalies","disease","15"
"ETV6","gene","22","Absent or infrequent menstruation","disease","15"
"ETV6","gene","22","Seborheic dermatitis","disease","15"
"ETV6","gene","22","Essential hypertension","disease","15"
"ETV6","gene","22","Diffuse large B cell lymphoma","disease","15"
"ETV6","gene","22","Hypertension exacerbated in pregnancy","disease","15"
"ETV6","gene","22","Astigmatism","disease","15"
"ETV6","gene","22","Other disorders of peritoneum","disease","15"
"ETV6","gene","22","Cancer of other male genital organs","disease","15"
"ETV6","gene","22","Chronic hepatitis C infection","disease","15"
"ETV6","gene","22","Other nonspecific findings on examination of urine","disease","15"
"ETV6","gene","22","Pruritus and related conditions","disease","15"
"ETV6","gene","22","Peritoneal adhesions (postoperative) (postinfection)","disease","15"
"ETV6","gene","22","Carbuncle and furuncle","disease","15"
"ETV6","gene","22","Hypopotassemia","disease","15"
"ETV6","gene","22","Congenital anomalies of urinary system","disease","15"
"ETV6","gene","22","Miscarriage; stillbirth","disease","15"
"ETV6","gene","22","Extrinsic allergic alveolitis","disease","15"
"ETV6","gene","22","Hypertrophy of breast (Gynecomastia)","disease","15"
"ETV6","gene","22","Uterine/Uterovaginal prolapse","disease","15"
"ETV6","gene","22","Retinal detachments and defects","disease","15"
"ETV6","gene","22","Pathological, developmental or recurrent dislocation","disease","15"
"ETV6","gene","22","Supraventricular premature beats","disease","15"
"ETV6","gene","22","Disorders of liver","disease","15"
"ETV6","gene","22","Mechanical complication of nervous system device, implant, and graft","disease","15"
"ETV6","gene","22","Symptoms involving nervous and musculoskeletal systems","disease","15"
"ETV6","gene","22","Hyperopia","disease","15"
"ETV6","gene","22","Toxic erythema","disease","15"
"ETV6","gene","22","Osteoarthrosis of multiple sites","disease","15"
"ETV6","gene","22","Malignant neoplasm of renal pelvis","disease","15"
"ETV6","gene","22","Anorexia","disease","15"
"ETV6","gene","22","Retinal detachment with retinal defect","disease","15"
"ETV6","gene","22","Gross hematuria","disease","15"
"ETV6","gene","22","Hypertensive heart and/or renal disease","disease","15"
"ETV6","gene","22","Other aneurysm","disease","15"
"ETV6","gene","22","Benign neoplasm of other parts of digestive system","disease","15"
"ETV6","gene","22","RUNX1","gene","15"
"ETV6","gene","22","Vincristine","drug","15"
"ETV6","gene","22","Prednisone","drug","15"
"ETV6","gene","22","Daunorubicin","drug","15"
"ETV6","gene","22","Asparaginase","drug","15"
"ETV6","gene","22","Methotrexate","drug","15"
"ETV6","gene","22","Cyclophosphamide","drug","15"
"ETV6","gene","22","Doxorubicin","drug","15"
"ETV6","gene","22","Dexamethasone","drug","15"
"ETV6","gene","22","Cytarabine","drug","15"
"ETV6","gene","22","6-mercaptopurine","drug","15"
"ETV6","gene","22","rs2856321","snp","15"
"ETV6","gene","22","rs2856329","snp","15"
"ETV6","gene","22","rs7314811","snp","15"
"ETV6","gene","22","rs2187642","snp","15"
"RUNX1","gene","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"RUNX1","gene","22","BCR","gene","15"
"RUNX1","gene","22","ABL1","gene","15"
"RUNX1","gene","22","KMT2A","gene","15"
"RUNX1","gene","22","AFF1","gene","15"
"RUNX1","gene","22","TCF3","gene","15"
"RUNX1","gene","22","PBX1","gene","15"
"RUNX1","gene","22","MYC","gene","15"
"RUNX1","gene","22","ETV6","gene","15"
"RUNX1","gene","22","Acute myeloid leukemia (AML)","disease","15"
"RUNX1","gene","22","FLT3","gene","15"
"RUNX1","gene","22","KIT","gene","15"
"RUNX1","gene","22","NRAS","gene","15"
"RUNX1","gene","22","KRAS","gene","15"
"RUNX1","gene","22","PML","gene","15"
"RUNX1","gene","22","RARA","gene","15"
"RUNX1","gene","22","Chronic myeloid leukemia (CML)","disease","15"
"RUNX1","gene","22","MECOM","gene","15"
"RUNX1","gene","22","Thrombocytopenia (THC); Familial platelet disorder with associated myeloid malignancy (FPDMM)","disease","15"
"RUNX1","gene","22","WAS","gene","15"
"RUNX1","gene","22","ANKRD26","gene","15"
"RUNX1","gene","22","MASTL","gene","15"
"RUNX1","gene","22","CYCS","gene","15"
"RUNX1","gene","22","GATA1","gene","15"
"RUNX1","gene","22","Esophageal squamous cell carcinoma","disease","15"
"RUNX1","gene","22","Preeclampsia","disease","15"
"RUNX1","gene","22","Immune response to smallpox vaccine (IL-6)","disease","15"
"RUNX1","gene","22","Phospholipid levels (plasma)","disease","15"
"RUNX1","gene","22","Esophageal cancer","disease","15"
"RUNX1","gene","22","Vincristine","drug","15"
"RUNX1","gene","22","Prednisone","drug","15"
"RUNX1","gene","22","Daunorubicin","drug","15"
"RUNX1","gene","22","Asparaginase","drug","15"
"RUNX1","gene","22","Methotrexate","drug","15"
"RUNX1","gene","22","Cyclophosphamide","drug","15"
"RUNX1","gene","22","Doxorubicin","drug","15"
"RUNX1","gene","22","Dexamethasone","drug","15"
"RUNX1","gene","22","Cytarabine","drug","15"
"RUNX1","gene","22","6-mercaptopurine","drug","15"
"RUNX1","gene","22","RUNX1T1","gene","15"
"RUNX1","gene","22","ZBTB16","gene","15"
"RUNX1","gene","22","CEBPA","gene","15"
"RUNX1","gene","22","SPI1","gene","15"
"RUNX1","gene","22","Idarubicin","drug","15"
"RUNX1","gene","22","CDKN2A","gene","15"
"RUNX1","gene","22","TP53","gene","15"
"RUNX1","gene","22","RB1","gene","15"
"RUNX1","gene","22","Imatinib mesylate (Gleevec)","drug","15"
"RUNX1","gene","22","Nilotinib","drug","15"
"RUNX1","gene","22","Dasatinib","drug","15"
"RUNX1","gene","22","rs2014300","snp","15"
"RUNX1","gene","22","rs9976946","snp","15"
"RUNX1","gene","22","rs2834655","snp","15"
"RUNX1","gene","22","rs9983044","snp","15"
"RUNX1","gene","22","Asthma","disease","15"
"RUNX1","gene","22","methacholine chloride","drug","15"
"Vincristine","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Vincristine","drug","22","BCR","gene","15"
"Vincristine","drug","22","ABL1","gene","15"
"Vincristine","drug","22","KMT2A","gene","15"
"Vincristine","drug","22","AFF1","gene","15"
"Vincristine","drug","22","TCF3","gene","15"
"Vincristine","drug","22","PBX1","gene","15"
"Vincristine","drug","22","MYC","gene","15"
"Vincristine","drug","22","ETV6","gene","15"
"Vincristine","drug","22","RUNX1","gene","15"
"Vincristine","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Vincristine","drug","22","NOTCH1","gene","15"
"Vincristine","drug","22","TAL1","gene","15"
"Vincristine","drug","22","LYL1","gene","15"
"Vincristine","drug","22","MLLT1","gene","15"
"Vincristine","drug","22","TLX1","gene","15"
"Vincristine","drug","22","LMO2","gene","15"
"Vincristine","drug","22","TLX3","gene","15"
"Vincristine","drug","22","Hodgkin lymphoma","disease","15"
"Vincristine","drug","22","NFKBIA","gene","15"
"Vincristine","drug","22","NFKBIE","gene","15"
"Vincristine","drug","22","REL","gene","15"
"Vincristine","drug","22","FAS","gene","15"
"Vincristine","drug","22","Doxorubicin (Adriamycin)","drug","15"
"Vincristine","drug","22","Bleomycin","drug","15"
"Vincristine","drug","22","Vinblastine","drug","15"
"Vincristine","drug","22","Dacarbazine (ABVD)","drug","15"
"Vincristine","drug","22","Mechlorethamine","drug","15"
"Vincristine","drug","22","Etoposide","drug","15"
"Vincristine","drug","22","Burkitt lymphoma","disease","15"
"Vincristine","drug","22","TP53","gene","15"
"Vincristine","drug","22","CDKN2A","gene","15"
"Vincristine","drug","22","Adult T-cell leukemia","disease","15"
"Vincristine","drug","22","Lymphoplasmacytic lymphoma","disease","15"
"Vincristine","drug","22","PAX5","gene","15"
"Vincristine","drug","22","Choriocarcinoma","disease","15"
"Vincristine","drug","22","MDM2","gene","15"
"Vincristine","drug","22","EGFR","gene","15"
"Vincristine","drug","22","ERBB2","gene","15"
"Vincristine","drug","22","CSF1R","gene","15"
"Vincristine","drug","22","BCL2","gene","15"
"Vincristine","drug","22","MMP1","gene","15"
"Vincristine","drug","22","MMP2","gene","15"
"Vincristine","drug","22","Dactinomycin","drug","15"
"Vincristine","drug","22","Ewing's sarcoma","disease","15"
"Vincristine","drug","22","EWSR1","gene","15"
"Vincristine","drug","22","FLI1","gene","15"
"Vincristine","drug","22","ERG","gene","15"
"Vincristine","drug","22","ETV1","gene","15"
"Vincristine","drug","22","ETV4","gene","15"
"Vincristine","drug","22","FEV","gene","15"
"Vincristine","drug","22","Glioma","disease","15"
"Vincristine","drug","22","PTEN","gene","15"
"Vincristine","drug","22","PDGFA","gene","15"
"Vincristine","drug","22","PDGFB","gene","15"
"Vincristine","drug","22","PDGFRA","gene","15"
"Vincristine","drug","22","PDGFRB","gene","15"
"Vincristine","drug","22","CDK4","gene","15"
"Vincristine","drug","22","RB1","gene","15"
"Vincristine","drug","22","Carmustine","drug","15"
"Vincristine","drug","22","Lomustine","drug","15"
"Vincristine","drug","22","TYMS","gene","15"
"Vincristine","drug","22","rs776746","snp","15"
"Vincristine","drug","22","CYP3A5","gene","15"
"Vincristine","drug","22","rs1128503","snp","15"
"Vincristine","drug","22","rs1883112","snp","15"
"Vincristine","drug","22","MTHFR","gene","15"
"Vincristine","drug","22","NOS3","gene","15"
"Vincristine","drug","22","rs1801133","snp","15"
"Vincristine","drug","22","rs1805087","snp","15"
"Vincristine","drug","22","rs4673","snp","15"
"Vincristine","drug","22","RALBP1","gene","15"
"Vincristine","drug","22","CYP3A4","gene","15"
"Vincristine","drug","22","ABCC3","gene","15"
"Vincristine","drug","22","rs34743033","snp","15"
"Vincristine","drug","22","rs1799983","snp","15"
"Vincristine","drug","22","rs1045642","snp","15"
"Vincristine","drug","22","FCGR3A","gene","15"
"Vincristine","drug","22","Prednisone","drug","15"
"Vincristine","drug","22","Daunorubicin","drug","15"
"Vincristine","drug","22","Asparaginase","drug","15"
"Vincristine","drug","22","Methotrexate","drug","15"
"Vincristine","drug","22","Cyclophosphamide","drug","15"
"Vincristine","drug","22","Doxorubicin","drug","15"
"Vincristine","drug","22","Dexamethasone","drug","15"
"Vincristine","drug","22","Cytarabine","drug","15"
"Vincristine","drug","22","6-mercaptopurine","drug","15"
"Vincristine","drug","22","Procarbazine","drug","15"
"Vincristine","drug","22","Prednisone (CHOP)","drug","15"
"Vincristine","drug","22","Rituximab","drug","15"
"Vincristine","drug","22","Dacarbazine","drug","15"
"Vincristine","drug","22","Ifosfamide","drug","15"
"Vincristine","drug","22","Temozolomide","drug","15"
"Vincristine","drug","22","ABCC2","gene","15"
"Vincristine","drug","22","C18orf56","gene","15"
"Vincristine","drug","22","ABCC10","gene","15"
"Vincristine","drug","22","ABCC1","gene","15"
"Vincristine","drug","22","CLCN6","gene","15"
"Vincristine","drug","22","ABCB1","gene","15"
"Vincristine","drug","22","CYBA","gene","15"
"Vincristine","drug","22","GSTA1","gene","15"
"Vincristine","drug","22","MTR","gene","15"
"Vincristine","drug","22","NCF4","gene","15"
"Vincristine","drug","22","NR1I2","gene","15"
"Vincristine","drug","22","rs2032582","snp","15"
"Vincristine","drug","22","rs3957357","snp","15"
"Vincristine","drug","22","rs396991","snp","15"
"Prednisone","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Prednisone","drug","22","BCR","gene","15"
"Prednisone","drug","22","ABL1","gene","15"
"Prednisone","drug","22","KMT2A","gene","15"
"Prednisone","drug","22","AFF1","gene","15"
"Prednisone","drug","22","TCF3","gene","15"
"Prednisone","drug","22","PBX1","gene","15"
"Prednisone","drug","22","MYC","gene","15"
"Prednisone","drug","22","ETV6","gene","15"
"Prednisone","drug","22","RUNX1","gene","15"
"Prednisone","drug","22","Vincristine","drug","15"
"Prednisone","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Prednisone","drug","22","NOTCH1","gene","15"
"Prednisone","drug","22","TAL1","gene","15"
"Prednisone","drug","22","LYL1","gene","15"
"Prednisone","drug","22","MLLT1","gene","15"
"Prednisone","drug","22","TLX1","gene","15"
"Prednisone","drug","22","LMO2","gene","15"
"Prednisone","drug","22","TLX3","gene","15"
"Prednisone","drug","22","Hodgkin lymphoma","disease","15"
"Prednisone","drug","22","NFKBIA","gene","15"
"Prednisone","drug","22","NFKBIE","gene","15"
"Prednisone","drug","22","REL","gene","15"
"Prednisone","drug","22","FAS","gene","15"
"Prednisone","drug","22","Doxorubicin (Adriamycin)","drug","15"
"Prednisone","drug","22","Bleomycin","drug","15"
"Prednisone","drug","22","Vinblastine","drug","15"
"Prednisone","drug","22","Dacarbazine (ABVD)","drug","15"
"Prednisone","drug","22","Mechlorethamine","drug","15"
"Prednisone","drug","22","Etoposide","drug","15"
"Prednisone","drug","22","Multiple myeloma","disease","15"
"Prednisone","drug","22","CCND1","gene","15"
"Prednisone","drug","22","CCND3","gene","15"
"Prednisone","drug","22","FGFR3","gene","15"
"Prednisone","drug","22","WHSC1","gene","15"
"Prednisone","drug","22","MAF","gene","15"
"Prednisone","drug","22","NRAS","gene","15"
"Prednisone","drug","22","KRAS","gene","15"
"Prednisone","drug","22","TP53","gene","15"
"Prednisone","drug","22","Bortezomib","drug","15"
"Prednisone","drug","22","Thalidomide","drug","15"
"Prednisone","drug","22","Lenalidomide","drug","15"
"Prednisone","drug","22","Melphalan","drug","15"
"Prednisone","drug","22","Systemic lupus erythematosus","disease","15"
"Prednisone","drug","22","3123","gene","15"
"Prednisone","drug","22","3117","gene","15"
"Prednisone","drug","22","3119","gene","15"
"Prednisone","drug","22","C2","gene","15"
"Prednisone","drug","22","C4A","gene","15"
"Prednisone","drug","22","TNF","gene","15"
"Prednisone","drug","22","FCGR2A","gene","15"
"Prednisone","drug","22","FCGR2B","gene","15"
"Prednisone","drug","22","FCGR3A","gene","15"
"Prednisone","drug","22","FCGR3B","gene","15"
"Prednisone","drug","22","PARP (polymorphism)","gene","15"
"Prednisone","drug","22","CRP","gene","15"
"Prednisone","drug","22","TLR5","gene","15"
"Prednisone","drug","22","PDCD1","gene","15"
"Prednisone","drug","22","ZNF423","gene","15"
"Prednisone","drug","22","NSAID","drug","15"
"Prednisone","drug","22","Hydroxychloroquine","drug","15"
"Prednisone","drug","22","Methylprednisolone","drug","15"
"Prednisone","drug","22","Allograft rejection","disease","15"
"Prednisone","drug","22","IL10","gene","15"
"Prednisone","drug","22","TGFB1","gene","15"
"Prednisone","drug","22","TGFB2","gene","15"
"Prednisone","drug","22","TGFB3","gene","15"
"Prednisone","drug","22","IFNG","gene","15"
"Prednisone","drug","22","3108","gene","15"
"Prednisone","drug","22","ICAM1","gene","15"
"Prednisone","drug","22","CTLA4","gene","15"
"Prednisone","drug","22","ACE","gene","15"
"Prednisone","drug","22","ITGB3","gene","15"
"Prednisone","drug","22","Cyclosporine A (CsA)","drug","15"
"Prednisone","drug","22","Tacrolimus (FK506)","drug","15"
"Prednisone","drug","22","Azathioprine (AZA)","drug","15"
"Prednisone","drug","22","Mycophenolate mofetil (MMF)","drug","15"
"Prednisone","drug","22","Sirolimus (Rapamycin)","drug","15"
"Prednisone","drug","22","OKT3 (anti-CD3 antibody)","drug","15"
"Prednisone","drug","22","RATG","drug","15"
"Prednisone","drug","22","Viral myocarditis","disease","15"
"Prednisone","drug","22","Interferon-beta","drug","15"
"Prednisone","drug","22","Extrinsic allergic alveolitis (EAA); Hypersensitivity pneumonitis","disease","15"
"Prednisone","drug","22","Immune thrombocytopenia (ITP); Autoimmune thrombocytopenic purpura","disease","15"
"Prednisone","drug","22","FCGR2C","gene","15"
"Prednisone","drug","22","Anaphylaxis","disease","15"
"Prednisone","drug","22","KIT","gene","15"
"Prednisone","drug","22","NLRP3","gene","15"
"Prednisone","drug","22","Epinephrine","drug","15"
"Prednisone","drug","22","Albuterol","drug","15"
"Prednisone","drug","22","Diphenhydramine","drug","15"
"Prednisone","drug","22","Ranitidine","drug","15"
"Prednisone","drug","22","Allergic rhinitis","disease","15"
"Prednisone","drug","22","GATA3","gene","15"
"Prednisone","drug","22","IL13","gene","15"
"Prednisone","drug","22","IL18","gene","15"
"Prednisone","drug","22","IFNLR1","gene","15"
"Prednisone","drug","22","EPO","gene","15"
"Prednisone","drug","22","XCR1","gene","15"
"Prednisone","drug","22","CCR1","gene","15"
"Prednisone","drug","22","CCR2","gene","15"
"Prednisone","drug","22","CCR3","gene","15"
"Prednisone","drug","22","CCR5","gene","15"
"Prednisone","drug","22","SDAD1","gene","15"
"Prednisone","drug","22","CXCL9","gene","15"
"Prednisone","drug","22","CXCL10","gene","15"
"Prednisone","drug","22","CXCL11","gene","15"
"Prednisone","drug","22","CCL5","gene","15"
"Prednisone","drug","22","CCL26","gene","15"
"Prednisone","drug","22","CD14","gene","15"
"Prednisone","drug","22","FOXJ1","gene","15"
"Prednisone","drug","22","Azelastine","drug","15"
"Prednisone","drug","22","Olopatadine","drug","15"
"Prednisone","drug","22","Chlorpheniramine maleate","drug","15"
"Prednisone","drug","22","Hydroxyzine","drug","15"
"Prednisone","drug","22","Loratadine","drug","15"
"Prednisone","drug","22","Desloratidine","drug","15"
"Prednisone","drug","22","Cetirizine","drug","15"
"Prednisone","drug","22","Fexofenadine","drug","15"
"Prednisone","drug","22","Beclomethasone dipropionate","drug","15"
"Prednisone","drug","22","Triamcinolone","drug","15"
"Prednisone","drug","22","Flunisolide","drug","15"
"Prednisone","drug","22","Mometasone","drug","15"
"Prednisone","drug","22","Budesonide","drug","15"
"Prednisone","drug","22","Fluticasone","drug","15"
"Prednisone","drug","22","Prednisolone","drug","15"
"Prednisone","drug","22","TYMS","gene","15"
"Prednisone","drug","22","rs1883112","snp","15"
"Prednisone","drug","22","rs1051266","snp","15"
"Prednisone","drug","22","NOS3","gene","15"
"Prednisone","drug","22","rs4673","snp","15"
"Prednisone","drug","22","rs34743033","snp","15"
"Prednisone","drug","22","rs4553808","snp","15"
"Prednisone","drug","22","rs1799983","snp","15"
"Prednisone","drug","22","rs1045642","snp","15"
"Prednisone","drug","22","Daunorubicin","drug","15"
"Prednisone","drug","22","Asparaginase","drug","15"
"Prednisone","drug","22","Methotrexate","drug","15"
"Prednisone","drug","22","Cyclophosphamide","drug","15"
"Prednisone","drug","22","Doxorubicin","drug","15"
"Prednisone","drug","22","Dexamethasone","drug","15"
"Prednisone","drug","22","Cytarabine","drug","15"
"Prednisone","drug","22","6-mercaptopurine","drug","15"
"Prednisone","drug","22","Procarbazine","drug","15"
"Prednisone","drug","22","Mycophenolate mofetil","drug","15"
"Prednisone","drug","22","Azathioprine","drug","15"
"Prednisone","drug","22","Rituximab","drug","15"
"Prednisone","drug","22","Epatuzumab","drug","15"
"Prednisone","drug","22","Abetimus sodium","drug","15"
"Prednisone","drug","22","CTLA-4-Ig","drug","15"
"Prednisone","drug","22","Daclizumab","drug","15"
"Prednisone","drug","22","Basiliximab","drug","15"
"Prednisone","drug","22","Cyclosporine","drug","15"
"Prednisone","drug","22","Corticosteroid","drug","15"
"Prednisone","drug","22","Intravenous immune globulin","drug","15"
"Prednisone","drug","22","Intravenous immunoglobulin (IVIG)","drug","15"
"Prednisone","drug","22","Intravenous anti-Rho(D)","drug","15"
"Prednisone","drug","22","Romiplostim (Nplate)","drug","15"
"Prednisone","drug","22","Eltrombopag (Promacta)","drug","15"
"Prednisone","drug","22","Hydrocortisone","drug","15"
"Prednisone","drug","22","Betamethasone","drug","15"
"Prednisone","drug","22","Montelukast","drug","15"
"Prednisone","drug","22","Oxymetazoline","drug","15"
"Prednisone","drug","22","Xylometazoline","drug","15"
"Prednisone","drug","22","Pseudoephedrine","drug","15"
"Prednisone","drug","22","Phenylephrine","drug","15"
"Prednisone","drug","22","Sodium cromoglycate","drug","15"
"Prednisone","drug","22","Ipratropium bromide","drug","15"
"Prednisone","drug","22","CYP2C19","gene","15"
"Prednisone","drug","22","C18orf56","gene","15"
"Prednisone","drug","22","ABCB1","gene","15"
"Prednisone","drug","22","CYBA","gene","15"
"Prednisone","drug","22","GSTA1","gene","15"
"Prednisone","drug","22","NCF4","gene","15"
"Prednisone","drug","22","SLC19A1","gene","15"
"Prednisone","drug","22","rs2032582","snp","15"
"Prednisone","drug","22","rs3957357","snp","15"
"Daunorubicin","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Daunorubicin","drug","22","BCR","gene","15"
"Daunorubicin","drug","22","ABL1","gene","15"
"Daunorubicin","drug","22","KMT2A","gene","15"
"Daunorubicin","drug","22","AFF1","gene","15"
"Daunorubicin","drug","22","TCF3","gene","15"
"Daunorubicin","drug","22","PBX1","gene","15"
"Daunorubicin","drug","22","MYC","gene","15"
"Daunorubicin","drug","22","ETV6","gene","15"
"Daunorubicin","drug","22","RUNX1","gene","15"
"Daunorubicin","drug","22","Vincristine","drug","15"
"Daunorubicin","drug","22","Prednisone","drug","15"
"Daunorubicin","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Daunorubicin","drug","22","NOTCH1","gene","15"
"Daunorubicin","drug","22","TAL1","gene","15"
"Daunorubicin","drug","22","LYL1","gene","15"
"Daunorubicin","drug","22","MLLT1","gene","15"
"Daunorubicin","drug","22","TLX1","gene","15"
"Daunorubicin","drug","22","LMO2","gene","15"
"Daunorubicin","drug","22","TLX3","gene","15"
"Daunorubicin","drug","22","Acute myeloid leukemia (AML)","disease","15"
"Daunorubicin","drug","22","FLT3","gene","15"
"Daunorubicin","drug","22","KIT","gene","15"
"Daunorubicin","drug","22","NRAS","gene","15"
"Daunorubicin","drug","22","KRAS","gene","15"
"Daunorubicin","drug","22","PML","gene","15"
"Daunorubicin","drug","22","RARA","gene","15"
"Daunorubicin","drug","22","RUNX1T1","gene","15"
"Daunorubicin","drug","22","ZBTB16","gene","15"
